,"﻿""Country Name""",Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
105725,Peru,PER,GDP per capita (Current US$),NY.GDP.PCAP.CD,255.618369806,280.153337513,308.59787353,328.508382139,386.216476996,445.124316254,511.970633758,505.146746177,454.187537218,494.583863926,557.093526521,604.887642013,653.006152507,760.980741973,934.307946213,1108.15643627,1019.68096727,910.285327918,757.729472471,943.142830339,1044.63988841,1216.75301388,1195.75439883,929.53999923,921.468240056,846.705769933,762.354475005,1012.25268679,738.378095501,1052.91345158,1210.00597844,1555.98093682,1589.44171523,1516.46671174,1900.22453478,2217.78468138,2260.63773344,2342.06999002,2202.4612261,1963.4105672,1996.71968884,1981.24365348,2059.19295786,2180.25099665,2448.14389901,2754.780029,3171.49805602,3611.21047037,4208.87801107,4166.09338685,5022.49319096,5771.56587815,6387.78528051,6583.11624846,6492.05320822,6053.11241493,6031.36609087
106253,Philippines,PHL,GDP per capita (Current US$),NY.GDP.PCAP.CD,254.427071305,267.147774115,156.682154282,168.016967372,175.931197939,187.11300749,199.93556785,207.427343769,224.623298496,241.702003,186.768759913,201.033748848,211.401031715,258.362743231,343.241677611,360.67137824,402.66328057,450.124999551,506.085171712,596.395274948,684.654382176,731.725008136,741.787134165,645.460292644,594.025576301,565.763467302,535.235835135,579.201111407,643.815250855,704.982078225,715.310585302,715.141919949,814.075286798,815.722167588,939.15593116,1061.34786827,1159.5892918,1127.00371647,966.708485472,1087.23734796,1038.91101755,957.280749689,1000.06816843,1010.55319796,1079.03718238,1194.69711596,1391.77229166,1672.68541144,1919.46620792,1825.34153963,2129.49924656,2352.5181559,2581.818548,2760.28914607,2842.93835295,2878.33837046,2950.91390303
107309,Portugal,PRT,GDP per capita (Current US$),NY.GDP.PCAP.CD,360.499298507,382.729946994,407.852843612,432.511729575,468.781081635,520.910659368,575.007680668,646.822720061,719.080491853,795.759371391,934.173980008,1064.64277422,1302.39433357,1748.16141714,2000.61478768,2127.84700903,2173.49813044,2267.59437176,2457.55496312,2755.89576978,3368.69836958,3246.29461924,3080.2526949,2735.76031465,2522.99584424,2705.45921652,3862.32862565,4804.33887518,5624.25057999,6056.97717731,7885.39401919,8959.86720805,10811.6306366,9535.59484911,9978.30193698,11782.521479,12185.0638931,11578.441515,12202.6914068,12474.818082,11502.3968126,11729.146163,12882.288973,15772.7333951,18045.5880995,18784.9484992,19821.4446269,22780.0584506,24815.6088357,23063.9716141,22538.6540773,23196.1837501,20577.4026376,21618.735339,22077.5361325,19252.6349536,19871.7189726
107837,Puerto Rico,PRI,GDP per capita (Current US$),NY.GDP.PCAP.CD,717.514843087,777.215027407,854.744804968,931.751665981,1006.43444609,1110.83269082,1207.8118244,1335.27411163,1480.69317642,1661.86688523,1852.35467255,2044.31990558,2246.47671351,2432.41421905,2614.50094053,2738.24315297,2946.46195251,3208.77135614,3567.752629,4024.50942019,4502.83842795,4920.72293675,5115.00851423,5217.72272856,5730.1170089,6008.05448623,6455.18446108,6980.49014338,7595.44465612,8033.08944133,8652.50749223,9064.01851711,9659.33889996,10212.2767631,10876.418824,11579.184997,12173.163689,12817.6449621,14304.4049868,15220.991342,16192.126972,18123.198702,18731.4593897,19557.1202492,20988.9923327,21959.3227076,22935.9411493,23664.8823531,24898.3345857,25768.7258883,26435.7487858,27278.8830499,27944.7338937,28513.1657351,28981.4573306,29763.9596254,30518.1827789
109949,Rwanda,RWA,GDP per capita (Current US$),NY.GDP.PCAP.CD,40.5668807961,40.7196618533,40.9754946889,41.2507750634,41.1168065271,46.026296856,37.5181158095,46.6779464865,48.8197273637,51.8322538841,58.5690783507,57.6352520984,61.86656584,70.8735755066,72.9768373618,131.188627297,141.738612391,160.652411733,188.543088389,223.295027515,244.083771586,264.732669085,256.36000953,260.801691106,269.880708264,280.326118347,303.497285958,320.468218037,340.744364761,333.288885922,352.440134198,271.081437946,302.756164532,312.945155061,125.499491757,218.2047893,226.050188549,283.877623497,281.784162728,239.378018809,216.172795357,201.056983919,196.522029684,212.687232812,236.885712519,287.076241202,342.399098171,404.850788108,500.618998613,539.108494761,563.401345326,624.122884907,679.860750417,688.822349347,706.596709796,711.773977347,711.195791312
112589,Senegal,SEN,GDP per capita (Current US$),NY.GDP.PCAP.CD,312.993743682,321.359971811,320.495861064,322.292309534,332.074569957,328.563436852,329.068076109,319.673043345,326.241960073,301.302155827,304.734305329,305.243623995,358.191479197,399.489938849,437.145527531,573.393145403,566.626363792,566.147842271,617.157251688,749.77903674,793.014683331,699.384494163,664.98639314,575.699714865,544.593622397,578.289581552,793.316164435,925.657387315,887.883541178,848.701461747,957.843776933,912.910095719,946.73295467,869.085917393,576.634822716,706.13819259,714.635035915,643.204724466,676.151992564,675.123020162,599.373586948,609.295002025,649.475864201,813.72293181,928.029739333,979.696118807,1025.18743569,1203.17526459,1388.87653116,1294.58372262,1255.40273834,1344.17721681,1300.79184435,1342.758689,1359.18935082,1186.32751398,1231.14259537
113645,Seychelles,SYC,GDP per capita (Current US$),NY.GDP.PCAP.CD,288.058159419,270.279660634,287.044788427,308.195264397,332.305003112,328.484900959,337.646246558,333.233812467,314.351064841,314.179852817,343.881182121,401.608039516,546.951061289,648.531924059,744.506941902,806.232644472,814.474737987,1044.35306799,1376.54657947,2030.13590345,2329.35335799,2419.03441901,2296.30772927,2280.45155062,2338.07565219,2588.5528038,3165.94503804,3638.98801125,4128.11823184,4407.20093966,5302.84372714,5314.66312817,6128.44556922,6559.12999396,6555.50440748,6748.93110886,6583.20101813,7280.98962118,7715.91814709,7747.61215872,7578.85105299,7663.13708026,8331.261997,8524.96123558,10176.658712,11092.5107358,12014.399873,12154.8299373,11122.8620677,9706.95605964,10804.6844748,12189.0951601,12006.6416793,14765.682327,14700.3631319,14745.3137537,15077.8484381
114173,Sierra Leone,SLE,GDP per capita (Current US$),NY.GDP.PCAP.CD,140.180257614,140.749664073,145.035841875,145.323931621,152.696905371,145.304139438,149.435675855,136.593437161,127.036954913,154.654100599,161.355342768,152.797958276,166.027807036,200.86685078,221.553452656,226.908496249,194.222728741,220.676840116,299.36104923,337.588038291,327.055457196,323.582246629,367.436958462,275.747566221,293.953659267,225.524206452,125.287980698,173.820399171,254.05442096,219.550873643,150.651151813,179.83363585,156.995122424,178.490588836,212.884372983,203.694879106,219.912466919,197.474606893,154.439733352,150.836972455,139.314773381,230.097887301,252.831532766,266.525052883,266.290045836,291.690317492,322.313468012,358.827471621,406.375917793,388.874602137,399.154367608,445.052005,561.898423858,710.818699843,708.439475708,582.936203086,480.793021078
114701,Singapore,SGP,GDP per capita (Current US$),NY.GDP.PCAP.CD,427.88040717,448.959183779,471.880512941,510.987189105,485.303259779,516.292928549,566.537479639,625.719676739,708.265109461,812.266963252,925.287389445,1070.82403349,1263.65933411,1684.34108527,2339.57028702,2489.78461938,2758.66454877,2845.88344855,3193.3308817,3899.5741575,4926.95802257,5595.23993487,6075.5953183,6629.9425391,7223.3982874,6995.10130319,6793.54493693,7531.25019638,8902.41233662,10380.2802763,11864.2802127,14505.0203891,16144.0081922,18302.4303964,21578.4605325,24936.8308288,26263.0162675,26386.4574461,21824.0355777,21795.6969567,23792.6070703,21577.0782271,22016.8327916,23573.6280389,27405.2713555,29869.8539805,33579.8594757,39223.5818749,39721.048182,38577.5582156,46569.6795061,53237.5649112,54715.6948277,56389.181784,56957.0785738,54940.8581377,55243.1328757
117869,South Africa,ZAF,GDP per capita (Current US$),NY.GDP.PCAP.CD,433.94119359,444.896268304,461.798232165,498.601747198,534.374176248,568.34826532,603.069811447,654.626304389,688.830621769,755.181916402,806.413063053,865.917224632,884.463141592,1179.79501908,1442.2823861,1454.08033062,1360.44495723,1472.96034141,1651.6125788,1986.66888589,2788.39935258,2935.5003395,2639.52181213,2762.51982012,2667.60496577,2051.82768817,2380.6009433,3048.9416663,3289.67872915,3508.42616033,3076.45538715,3224.51480295,3418.3044283,3332.7350518,3390.49433055,3693.68170544,3440.86422317,3495.11122228,3104.97640985,3032.30539688,2982.00042596,2621.55443743,2461.35508651,3678.10281681,4745.07168451,5277.92545855,5502.69998895,6001.85256313,5688.50880574,5805.99836229,7276.37675635,7967.67815888,7478.13657795,6819.06230244,6429.02394967,5742.98780034,5279.73047237
118925,Spain,ESP,GDP per capita (Current US$),NY.GDP.PCAP.CD,396.392253338,450.053289247,520.20613138,609.487384057,675.241639141,774.76160933,889.659872012,968.306781766,950.545740594,1077.67869995,1208.99666178,1358.46574676,1704.16736136,2241.44884653,2742.45558456,3201.11920135,3270.40572867,3617.73775898,4344.60670617,5754.54218342,6191.71494503,5356.57783181,5145.69438356,4466.33626394,4477.7937241,4686.89106924,6495.81199669,8217.23425682,9676.76925241,10652.9579715,13767.3814722,14771.672302,16068.4267214,13303.6761312,13378.8498421,15429.9394216,16069.2070854,14696.2161077,15340.3321142,15678.2152345,14676.706088,15323.6113978,17019.5354137,21495.7074076,24918.645842,26510.7174533,28482.6094833,32709.4010384,35579.3099339,32334.0054778,30736.6278531,31835.2888008,28563.8590382,29211.7737456,29623.1644451,25789.5195481,26616.7577966
119453,Sri Lanka,LKA,GDP per capita (Current US$),NY.GDP.PCAP.CD,142.779549586,142.838043489,138.536546921,117.071944088,120.714325729,152.852634181,153.898547937,159.505854569,150.896568653,160.912924085,183.927235823,185.859583162,196.422268288,216.994123265,264.745235713,275.627318757,256.28821509,287.566129397,188.062557282,227.513749756,267.668292352,289.120088384,307.612346566,328.605478861,378.86746666,369.501628575,390.259145115,401.380898337,413.357034521,408.356313601,463.513225709,513.14429336,546.937048307,576.659274878,647.440540364,714.068677518,756.458066638,816.816485786,850.531859146,838.622394422,869.495692083,832.7451402,867.636043668,982.641882184,1066.58848424,1250.00479113,1437.70197415,1632.96113097,2041.21905317,2095.44396829,2808.43439176,3214.01419481,3350.52187588,3610.28936305,3820.54064999,3844.51400786,3857.35131931
119981,St. Kitts and Nevis,KNA,GDP per capita (Current US$),NY.GDP.PCAP.CD,241.558035198,243.846410768,246.077034761,253.997553484,268.707287443,276.220838015,299.207539181,353.362985479,314.641610275,348.091535995,363.15027292,441.055094961,517.638612,545.98831972,710.898836206,753.547188082,681.697977133,1012.62431791,1131.13382334,1353.99734433,1584.33728475,1882.21809416,2011.6411421,2042.11300554,2331.39274637,2642.25268898,3134.14825118,3573.03991036,4207.18138827,4712.55561177,5320.53944698,5377.30737589,5854.1964205,6302.98380659,6965.70122833,7308.83833006,7699.40044626,8544.45776376,8648.08414204,9070.96721493,9554.38125225,10337.9802616,10662.9134608,10280.8174654,11032.7168343,11884.777809,13355.5656709,14541.8857917,15762.7044625,15074.2127858,14904.9484157,15742.9552937,15219.1976046,15977.2838291,17061.3029556,17247.1708567,17492.8071947
121565,St. Vincent and the Grenadines,VCT,GDP per capita (Current US$),NY.GDP.PCAP.CD,161.417161159,170.435140784,174.565283265,162.869284852,173.485174955,175.7381346,185.360602306,180.486663774,173.225147552,186.000268108,203.975589263,219.287491084,298.34083895,322.565668508,348.153877191,347.629087821,339.322657805,505.413899291,616.880470851,713.890547541,819.266102479,1006.97915011,1113.06018682,1187.12955051,1301.5460255,1394.0073431,1528.98968295,1658.047966,1884.12097875,2005.38831405,2235.85193798,2363.60425946,2573.57768869,2648.74194959,2676.78866429,2922.70288638,3067.21909511,3219.97333432,3461.94336513,3621.79410593,3672.55528713,3982.2878125,4270.92490193,4446.75861833,4808.21591127,5064.4510655,5609.64893934,6276.61704824,6370.43788624,6177.61051396,6231.77023247,6183.67682212,6338.11778081,6597.22830429,6654.48400296,6901.99654118,7029.74384207
122093,Sudan,SDN,GDP per capita (Current US$),NY.GDP.PCAP.CD,124.512169922,131.656344413,139.214550602,137.810411361,137.719538234,139.552128523,139.153733701,146.378954216,148.375296849,158.61773508,175.001442392,185.011169631,194.737835034,234.010498346,291.74542047,344.204806656,415.363918147,501.182939143,427.177238094,486.344134089,388.276319286,503.817753026,449.11227418,386.786467321,441.418959917,547.369765684,676.124678286,840.9127315,625.790221436,605.529764575,478.801263547,427.806343803,257.65155099,316.902730941,444.55732913,467.813701127,296.874371881,374.113619888,350.439679581,323.571795175,361.030584349,377.52544545,412.151756128,477.738407842,565.056945884,679.753994883,893.879364532,1115.69520036,1291.52882622,1226.88438122,1476.47808658,1666.85775737,1892.89435161,1955.66079918,2176.89802875,2513.88466118,2415.03816213
122621,Suriname,SUR,GDP per capita (Current US$),NY.GDP.PCAP.CD,343.660980943,361.18153648,379.168734167,400.441296164,416.102935941,464.596902285,557.993509863,629.22129944,670.914261411,707.786331124,740.425508992,807.786958937,840.101905613,921.557022783,1122.57223383,1283.59262548,1398.86651686,1776.79666965,2034.82018608,2160.85605799,2191.42889433,2446.84511113,2513.51529536,2418.5600876,2349.9972801,2350.12248634,2364.22929044,2554.3849406,2966.3431198,1358.22494568,953.194329917,1079.19733344,957.037394474,997.036794064,1385.44914347,1558.60511881,1914.09458648,2031.83325511,2406.72935263,1897.82656144,2006.12199601,1746.30417758,2263.92309621,2609.27056064,3006.4877305,3594.35436358,5208.1233392,5761.0594392,6858.14901472,7444.13007508,8303.3133201,8319.67215979,9232.50515255,9491.57045345,9554.56228849,8617.76176029,5645.33410411
123149,Sweden,SWE,GDP per capita (Current US$),NY.GDP.PCAP.CD,1983.10654403,2147.2293108,2315.8465274,2492.54534595,2758.94346624,3007.59797817,3240.61103693,3490.55033679,3683.31369388,3972.00274871,4669.43867205,5060.34273918,5942.14877053,7198.27165659,7975.85051569,9974.65732088,10715.0380864,11287.1991292,12442.5751202,14667.4031201,16856.7610864,15366.6685914,13545.2591192,12430.4589307,12914.330682,13474.1613456,17727.4953335,21485.2938692,24188.7659449,25300.3951165,30162.3157718,31374.1169877,32338.5039497,24080.8996706,25747.2416876,29914.3317464,32587.2641045,29897.7926312,30143.6274583,30577.0817744,29283.0050462,26969.2445747,29571.7044643,36961.4253671,42442.2204473,43085.353146,46256.471601,53324.3793725,55746.8423811,46207.0592033,52076.2559135,59593.287112,57134.0770682,60283.2452227,59180.1989777,50812.1908598,51844.7612619
125789,Thailand,THA,GDP per capita (Current US$),NY.GDP.PCAP.CD,100.767596363,107.497932415,113.782501576,118.143244658,125.937894852,137.918039918,161.005683637,166.924545927,174.787130039,186.880654141,192.12566497,194.258253481,209.356556475,269.851774747,332.117174804,351.547516859,391.483010852,445.319495606,528.50625783,589.750884021,682.773455546,720.891765186,742.675258474,797.885216297,817.827461485,747.494132269,813.200361497,936.458722374,1123.01181434,1294.93216502,1508.28577398,1715.63812482,1926.987525,2208.34529414,2490.31154749,2845.41031378,3042.90398924,2467.49289549,1845.46623797,2032.99214653,2007.56482637,1893.14537658,2096.05461742,2358.93062927,2659.83910849,2893.65135557,3368.95257614,3972.20647537,4378.68740596,4212.05490159,5075.3021764,5491.15998143,5859.88764412,6168.39488117,5953.79392783,5846.39460807,5979.29354626
126845,Togo,TGO,GDP per capita (Current US$),NY.GDP.PCAP.CD,76.638454169,79.1201330727,81.9947491286,87.7919751329,99.9378893888,109.620184806,121.83355735,124.879395564,124.349572232,131.56986849,120.05388087,131.098735756,149.350562913,176.473739783,237.814016247,256.102675352,251.323369337,308.681615044,319.91995306,337.430144106,417.668525847,342.223916877,281.863916194,253.035812324,228.692598556,234.356326111,315.370222312,359.54817679,384.94561795,367.01377282,430.011438105,412.722311998,426.080992121,303.448782668,236.00115584,306.358337092,333.189857016,330.562143658,339.247306751,326.60406989,299.411647566,289.751270105,323.467150997,391.566718556,407.607246151,401.278952547,402.463058052,443.375754783,537.226147472,531.668380554,526.841072448,579.013076269,564.697148593,613.440209377,632.031310359,563.475363797,586.052253668
127901,Trinidad and Tobago,TTO,GDP per capita (Current US$),NY.GDP.PCAP.CD,631.329859371,675.974402164,703.753421604,759.868842676,788.124732286,807.272181389,786.7521201,822.955035563,814.73539617,830.838259505,868.769642059,937.668546011,1118.33920943,1331.98668314,2048.06755651,2414.92014063,2437.85997261,3018.6424252,3379.4510835,4304.5342461,5745.68079599,6341.70358089,7264.26624999,6818.22572883,6712.05061312,6299.20743833,4049.18744585,4014.04711978,3732.15885018,3562.10722887,4147.63892299,4315.69694485,4395.64451277,3752.38046425,3956.75808875,4246.38240385,4577.00452831,4551.32185351,4786.92536978,5383.55242692,6430.94726192,6935.72145061,7049.62661195,8804.51866596,10290.5191436,12323.1270538,14096.1866796,16529.6580129,21189.1292726,14506.5860373,16683.4224239,19004.1571447,19083.2148126,19713.379288,20081.521909,17941.2379418,16334.2171433
128957,Turkey,TUR,GDP per capita (Current US$),NY.GDP.PCAP.CD,509.424111755,285.012708942,309.446903353,350.663222672,369.583786349,385.640975749,445.250491463,482.378393972,526.213996739,571.618273747,489.930775038,455.105304143,558.421563985,686.490634373,927.800110415,1136.37669545,1275.95816118,1427.37325335,1549.6461278,2079.2227839,1564.24897993,1579.07570884,1402.40808085,1310.25698781,1246.82584157,1368.40290568,1510.67808892,1705.89612038,1745.36693883,2021.86143736,2794.35355133,2735.71080727,2842.3735983,3180.19201108,2270.34036225,2897.87020756,3053.95082814,3144.38945307,4496.50948649,4108.11465241,4316.56110287,3119.60621764,3660.0711298,4718.45528239,6040.87969597,7384.25910697,8034.61120579,9709.72134569,10850.8719363,9036.26807623,10672.4003645,11340.82227,11720.3130137,12542.7209265,12127.4614576,10984.8028816,10862.7264255
131069,Uganda,UGA,GDP per capita (Current US$),NY.GDP.PCAP.CD,62.31512232,63.0151613499,62.0168215041,68.9352511713,76.0446097264,110.410491012,111.635754797,112.770492537,116.964328096,127.585826245,133.397787016,145.856884563,149.333189031,165.995494963,199.373388589,217.929576051,219.689110241,255.993778695,204.789135158,175.638811996,99.1757466808,103.424469009,163.435092663,163.108054682,255.081669865,240.305638933,258.881961504,399.448706037,400.240949652,313.21695337,246.827330743,184.126851971,153.191168406,167.074891755,200.44724786,280.084547096,285.093466933,286.716962254,291.986407222,257.747799883,257.630360929,234.984077524,240.242322858,237.999591696,288.023694894,315.788022726,336.459392348,401.850863088,449.69281827,554.404991041,595.206173218,574.919576811,636.638204495,655.049531536,702.795104025,675.121139677,581.702772949
132653,United Kingdom,GBR,GDP per capita (Current US$),NY.GDP.PCAP.CD,1380.30624126,1452.54470901,1513.65144855,1592.61447662,1729.39997804,1850.95476855,1959.62782962,2023.62756371,1896.38674861,2032.34700965,2347.54431774,2649.80151387,3030.43251412,3426.2762205,3665.86279764,4299.74561799,4138.16778762,4681.43993173,5976.938169,7804.76208051,10032.06208,9599.30622222,9146.07735702,8691.51881307,8179.19444065,8652.21654248,10611.1122101,13118.5865346,15987.1680776,16239.2821961,19095.4669985,19900.7266505,20487.1707853,18389.0195675,19709.2380984,23013.4588199,24219.6228488,26621.4800593,28014.8946995,28383.6689053,27982.3557636,27427.5875024,29785.9862876,34173.9799764,39983.9846747,41732.64054,44252.3158234,50134.3160971,46767.5922157,38262.1821338,38893.0184937,41412.3492396,41790.7791407,42724.0678844,46783.4692171,44305.5546321,40412.03362
133181,United States,USA,GDP per capita (Current US$),NY.GDP.PCAP.CD,3007.12344538,3066.56286917,3243.84307755,3374.51517105,3573.94118475,3827.52710972,4146.31664632,4336.42658722,4695.92339043,5032.14474262,5246.8837173,5623.44397841,6109.92586805,6741.33236436,7242.44110468,7820.06547115,8611.40183915,9471.30617193,10587.285756,11695.55442,12597.6675102,13993.1667437,14438.976276,15561.4263961,17134.2860172,18269.4221684,19115.0529082,20100.8588917,21483.2330603,22922.4370895,23954.4793549,24405.1648147,25492.9516518,26464.8525117,27776.6355282,28782.1750201,30068.2309183,31572.6902298,32949.197764,34620.9288991,36449.8551155,37273.6181034,38166.0378408,39677.1983481,41921.8097618,44307.9205849,46437.0671173,48061.5376613,48401.4273404,47001.5553497,48375.4069463,49793.7135249,51450.9591148,52782.0865089,54696.7261652,56443.8172423,57588.5380706
133709,Uruguay,URY,GDP per capita (Current US$),NY.GDP.PCAP.CD,489.350146674,601.701130942,656.712218014,584.290746594,741.243051286,701.704718155,664.438376954,580.969836296,574.344191694,717.138638817,760.585982075,996.092661284,775.993385425,1404.74198739,1448.33914539,1250.20080832,1290.60456604,1440.15255395,1707.34190979,2479.67135551,3485.52602967,3764.29302451,3106.94854542,1715.93904347,1620.7206141,1571.10305938,1939.96670065,2415.59875763,2676.19762625,2731.95053003,2989.99117207,3577.83916453,4082.02591909,4720.38227163,5458.08645233,5984.13518978,6316.29370965,7327.95772879,7711.0765704,7247.39816198,6871.89767748,6281.37704683,4088.76885516,3622.05228428,4117.30885333,5220.95111632,5877.87607847,7009.69704966,9062.31217136,9415.17038173,11938.2120018,14166.4990866,15092.0681918,16881.2056763,16737.8982725,15524.8424684,15298.3508918
137933,Zambia,ZMB,GDP per capita (Current US$),NY.GDP.PCAP.CD,234.166194284,221.728400633,213.894228775,214.852954271,243.105320457,303.882532323,343.912055198,360.770244472,410.486260615,486.692686569,437.306468699,390.712936466,427.462901414,490.066381298,651.093535421,527.443263762,534.481076334,466.937250817,511.388371601,584.266804457,650.254787128,635.466977432,633.517623122,493.182086738,406.520251774,327.992599581,231.770805621,307.337021482,488.628852178,511.73994564,409.257985428,410.071875267,376.457437519,377.572317592,411.038999663,416.661381081,382.915111327,445.171179738,355.538030704,332.461627009,341.905562492,378.273623791,377.130524441,429.158343355,530.277221718,691.317816426,1030.15419935,1104.58798488,1369.06824871,1139.11023298,1463.21357311,1644.61967241,1734.93061223,1850.79335944,1738.08820162,1313.88964551,1262.98968189
138461,Zimbabwe,ZWE,GDP per capita (Current US$),NY.GDP.PCAP.CD,280.994585801,283.315869045,279.440988804,280.566212958,285.053173837,297.363437404,281.490800458,297.231875211,304.982158872,348.93580495,364.054360272,407.145749688,483.704903688,577.846721625,672.555266957,714.805596391,684.554000285,671.247911954,649.184297845,747.994290494,932.259610741,1077.96534956,1105.95880146,967.175849713,761.445386975,651.039658006,692.66730205,725.385754421,813.675382136,836.787601969,862.586588207,827.486940349,631.990604021,601.866876537,619.835138205,628.184924736,742.572672856,728.400835628,538.284855505,568.443952719,547.358878491,548.058731223,507.348003384,453.351155229,454.360665391,444.760507547,414.796232049,396.998216567,325.678570346,699.882264339,854.847665291,980.208824167,1163.41868907,1268.12663265,1264.98382557,1265.29441289,1272.33544982
