,"﻿""Country Name""",Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
25469,Algeria,DZA,GDP per capita (Current US$),NY.GDP.PCAP.CD,244.824806484,213.485905063,171.209809464,225.530596176,236.610189565,248.378143587,234.188908344,252.418252162,280.268288209,300.981825659,334.259527686,339.384049072,439.731123857,551.434441695,813.04990267,931.105517329,1031.30313517,1185.51063535,1447.61802053,1771.96554861,2189.77667951,2223.69734407,2197.11050018,2298.88380549,2452.66463176,2567.49590456,2740.65472375,2790.47391889,2402.82562715,2202.55809013,2394.42038015,1721.57869578,1766.05467841,1797.52356051,1499.97150457,1444.90803609,1596.02986731,1612.00930289,1588.48144917,1581.00456398,1757.01779716,1732.85797888,1774.03367302,2094.33550573,2598.90802347,3100.12237759,3464.6100787,3935.18334286,4905.25486576,3868.83123041,4463.39467489,5432.41331978,5565.13452105,5471.12338879,5466.42577842,4162.85218056,3943.49754982
29693,Australia,AUS,GDP per capita (Current US$),NY.GDP.PCAP.CD,1807.34978407,1874.3047677,1851.42481621,1963.63907866,2127.56690159,2277.06667551,2339.86193776,2575.62007733,2719.42979712,2986.21888933,3299.03729665,3489.0866013,3942.81241954,4762.4793045,6471.55416483,6992.53897536,7474.86235848,7763.13077195,8239.95482475,9279.2535948,10191.8160604,11830.8653178,12763.3236064,11515.8064659,12428.8579338,11434.8898884,11360.5276568,11623.3596704,14257.0221624,17801.2682667,18214.8369843,18824.2474038,18569.7687941,17633.3813804,18045.4390604,20319.6306284,21861.3255099,23468.5968306,21318.9641694,20521.7775706,21669.4109131,19482.5679027,20074.2293129,23437.3121454,30401.5547863,33961.6818019,36019.2030512,40905.4708937,49535.2578738,42709.8033035,51936.8887116,62411.7854474,67864.6898625,67990.2900305,62327.555939,56561.4123818,49896.6811009
30221,Austria,AUT,GDP per capita (Current US$),NY.GDP.PCAP.CD,935.46042685,1031.81500433,1087.83424342,1167.00053245,1269.41258289,1374.53213986,1486.96860601,1569.6671829,1677.67352804,1825.38612552,2058.76907923,2380.97844333,2924.0488711,3890.72245648,4630.75720707,5285.62072414,5678.38663782,6810.6277287,8205.46892703,9793.76530725,10869.5464236,9385.24901832,9410.34722458,9537.40743056,8991.06507601,9172.09676881,13083.0726978,16392.7695666,17578.6189397,17468.9461919,21680.9896864,22410.9117363,24880.1640701,24081.5278078,25646.7006592,30325.8495818,29809.0767731,26705.4785994,27361.8751106,27174.297156,24564.4582948,24537.514263,26401.7454564,32222.8972412,36821.521468,38403.1338771,40635.281816,46855.7717452,51708.7657542,47963.1794023,46858.0432734,51374.9584067,48567.6952864,50716.7087063,51704.5411876,44206.7842821,44731.0108553
31277,"Bahamas, The",BHS,GDP per capita (Current US$),NY.GDP.PCAP.CD,1550.32431496,1651.47547708,1752.97029278,1867.11298751,1994.54491964,2144.83097136,2322.94385308,2556.83530088,2804.70513081,3215.486672,3179.27627155,3297.99899921,3322.66825612,3696.66314026,3416.5500624,3156.46805942,3328.63319198,3617.25119349,4130.75086967,5532.15083094,6338.61986794,6622.68565804,7165.13449098,7694.93798487,8873.76910202,9888.48934964,10339.5210157,11150.6900363,11381.82156,12158.0788488,12350.9768429,11914.8577644,11682.0849647,11402.6515221,11812.464887,12239.8714974,12717.1500053,22066.2787051,23557.9535269,26173.715477,27112.256202,27439.3587016,28727.0221926,28092.4857322,28076.1551007,29874.6541371,30274.9903225,31018.0294922,30188.4844383,28129.6075028,27979.1149344,27472.2561708,28815.5274044,28171.9860036,28671.3469695,30483.8201004,30260.3059054
32333,Bangladesh,BGD,GDP per capita (Current US$),NY.GDP.PCAP.CD,88.6912106301,97.1427301809,99.5767136543,101.260491235,99.503864268,105.789170344,111.658639483,121.662093381,121.528897682,133.575436748,138.247964679,131.755763181,93.0248701122,117.725814882,179.045064976,272.745197807,138.592233932,128.809261111,172.41469604,196.442625605,222.632350949,241.870369217,215.3932576,199.336645408,208.534635084,239.039220464,227.423025569,247.072311975,263.222790451,277.817839072,297.567994452,284.725605858,285.095505117,291.714489377,290.652452864,319.608700398,382.935763584,389.523631359,395.29746067,397.354821872,405.603307142,402.598115152,400.613574533,432.738897241,460.75791673,484.155407058,494.050146577,541.065148395,615.777541053,681.120536769,757.671757177,835.789340127,856.342857027,951.889453456,1084.5654298,1210.15884923,1358.77918567
33917,Belgium,BEL,GDP per capita (Current US$),NY.GDP.PCAP.CD,1273.6916591,1350.19767333,1438.52323307,1535.02372901,1701.84627554,1835.59476553,1957.62608043,2086.63600545,2222.36151052,2458.08182004,2780.69618678,3099.43015795,3852.14172933,4927.19592349,5764.48988319,6737.24825069,7281.81773536,8472.05446828,10344.8471326,11873.8354045,12932.8605965,10679.6638924,9393.87669193,8893.58613004,8502.53859676,8797.65967886,12235.1841374,15216.8710172,16478.8315922,16613.5166523,20710.6443431,21154.2918386,23497.7274067,22403.216818,24338.1377018,28565.9191516,27701.9032871,25027.7445891,25541.6747234,25444.1392583,23207.405911,23121.601144,25052.3393901,30743.9025377,35589.6891168,36967.259184,38852.3729277,44403.7668992,48424.5755963,44880.5730196,44380.1766327,47702.8118942,44740.5832481,46582.6695503,47351.9741789,40361.1541908,41260.9775511
34445,Belize,BLZ,GDP per capita (Current US$),NY.GDP.PCAP.CD,304.917107254,316.403606143,327.126867468,336.941466115,351.16112627,377.594305166,406.097967074,420.431888198,386.953237011,396.654306282,435.690469416,474.444216207,519.563507668,605.933440703,786.069092044,885.98452906,717.040182885,858.828081087,980.822509265,1074.2719649,1373.09300704,1328.82814914,1202.68202631,1232.83737826,1336.98758954,1289.36728897,1366.04972952,1612.45157518,1787.95138343,2011.9687288,2197.18502331,2326.8459027,2666.97767051,2833.06134119,2880.21113282,2996.38292835,3001.66513787,2952.60214074,2991.92497091,3065.49224771,3364.42371065,3419.27571926,3556.56182543,3679.90952328,3831.53801854,3933.26214271,4187.29049655,4324.77304487,4470.22079598,4253.24675325,4342.96317256,4515.89270092,4644.55956472,4673.24503677,4813.71803329,4905.5366447,4923.35892237
34973,Benin,BEN,GDP per capita (Current US$),NY.GDP.PCAP.CD,93.0225089907,95.5721547147,94.4645349844,99.8591138856,104.33976804,110.132793835,112.940836384,111.951601925,116.895066022,116.025094341,114.556596467,112.570089088,134.819407935,161.987373671,174.014149086,207.300439745,208.656153831,218.454365769,263.581057551,327.821677994,378.043898304,337.978194739,322.777699453,271.129240225,252.869785045,244.410998858,303.348897858,344.503070792,346.736037681,311.678303861,393.686214424,385.753616013,317.962855286,411.926030522,279.666504327,367.387341033,387.432924636,361.100269794,379.442353954,403.623703839,374.192394159,378.736053976,418.698576347,519.292284661,583.409351431,601.799976959,625.830091976,706.053541901,820.151349819,793.452430031,757.695907409,825.942785363,837.950500075,915.328155408,943.686575031,783.963077801,788.532442416
36557,Bolivia,BOL,GDP per capita (Current US$),NY.GDP.PCAP.CD,101.227704402,108.022519503,115.855640542,122.350539642,135.181861269,148.474079772,161.14746452,178.377574607,198.404199825,210.628905184,225.710935382,238.148293474,267.686978919,263.200197341,428.432863799,480.05076425,533.608031355,616.667074002,702.428917279,808.419120612,809.88568945,1028.21590471,957.552012056,909.811636635,1013.80413987,865.690110635,624.551232282,668.801679971,697.370560078,701.464614137,709.948861243,764.141332084,791.380429259,788.399028149,806.221451907,887.468524257,958.473766178,1006.9647387,1058.7187495,1012.50977332,1007.00286888,958.236652409,913.575642272,917.364310486,978.334648482,1046.42738414,1233.59186917,1389.62934992,1736.93008404,1776.86647562,1981.17011618,2377.68877124,2645.2277526,2947.93852628,3124.00030983,3077.02619917,3117.33045912
37613,Botswana,BWA,GDP per capita (Current US$),NY.GDP.PCAP.CD,57.9776818817,61.2422482773,64.7070068015,67.3758705909,71.6495191118,76.6772212316,83.7346999599,92.6258754026,101.476551981,114.83420533,138.363325979,176.663796993,222.46944998,317.664640276,384.418754568,430.074123066,433.651514061,506.323759388,636.466437684,850.348695778,1059.69670035,1034.15321803,943.319668237,1052.73203916,1077.74254034,937.474461783,1135.16744399,1554.41993236,2031.41821984,2301.98972615,2750.95002574,2783.02150328,2848.20698688,2783.23793123,2779.11383174,3014.86785815,3022.17675323,3065.52726795,2869.18250336,3226.29567411,3349.06882278,3128.0977926,3055.61838247,4163.06590578,4896.58383481,5351.25373172,5374.55486691,5714.04793607,5623.37956614,5185.72984538,6346.15620387,7483.87868924,6901.97197113,7001.03441754,7493.75292371,6521.14612848,6954.14412627
38141,Brazil,BRA,GDP per capita (Current US$),NY.GDP.PCAP.CD,210.027470429,204.929301535,260.225266127,291.950589002,261.331083056,260.964692542,315.277382379,346.880100388,374.083261758,403.065252307,444.026267602,503.47876614,584.550684771,772.818791305,1000.63425269,1149.58612059,1385.29852974,1560.86306045,1737.36755212,1901.00132504,1939.79087647,2124.96298888,2218.89051546,1565.29783211,1573.96713933,1643.19650268,1936.01633527,2081.66526187,2294.40169466,2901.28544927,3093.03747864,3966.79548849,2591.79711628,2786.17135574,3494.64054135,4740.11981336,5156.80907514,5271.41222247,5075.63121131,3469.50223662,3739.11613877,3146.94890366,2819.64812012,3059.58650691,3623.04991209,4770.18384511,5860.14582942,7313.55777336,8787.61065757,8553.38136826,11224.1540829,13167.4728918,12291.4668523,12216.9044643,12026.6193906,8750.22299607,8639.36574345
40253,Burkina Faso,BFA,GDP per capita (Current US$),NY.GDP.PCAP.CD,68.4247485693,71.5581800924,76.5206113987,78.3720719424,80.4727667455,81.7251154955,82.5456368947,84.3631649404,84.7330493469,86.5202111123,81.4998986817,84.287815014,99.326764025,113.780584339,124.359030452,152.728220114,155.64899796,176.783367666,225.941652537,262.076009642,282.6857353,254.230780675,245.094702439,217.994750843,193.843240285,200.894422512,256.762318809,291.131963881,313.061891096,304.853438781,351.979322853,346.410672442,240.96348098,244.127073499,193.070236299,235.8321973,249.360294416,229.493117735,255.718233382,265.340115554,226.475981367,235.491232436,260.76354132,332.344305066,371.323086483,406.998807061,420.582523292,475.110012185,569.76127842,552.745552106,575.446452688,666.840410055,673.822818227,699.781537016,703.821656462,575.314454176,583.830898212
40781,Burundi,BDI,GDP per capita (Current US$),NY.GDP.PCAP.CD,70.3490786065,71.4872777291,73.7817649496,78.9002836003,86.6031946365,51.6573646771,52.4767229562,55.1316867125,55.2434041878,56.0788814179,70.2431270893,72.1295529413,69.639192547,85.0470001459,95.4139510509,114.663585632,119.907390921,143.289127837,155.917661843,194.97538607,223.407226181,229.458186673,233.817671037,243.42380664,215.944186275,244.568937521,248.210133927,226.849715785,210.75009589,210.969520292,209.051615161,210.6438772,191.310912981,162.635224954,157.543001457,167.799171676,143.853293287,159.175528123,144.474612191,128.696439744,135.998445466,133.742768926,122.433589296,112.849370292,127.429664803,150.487613462,165.904748464,170.815151502,196.27180786,209.853762116,231.795536921,247.229379111,250.362736551,255.372690982,273.538284989,304.374220715,281.181337626
42365,Cameroon,CMR,GDP per capita (Current US$),NY.GDP.PCAP.CD,119.534187181,124.421691835,129.515519153,131.083486516,138.565487269,140.907450051,144.252075755,154.175627217,169.624568468,181.067801264,177.706360871,184.239781466,208.131473145,249.090254074,310.911426654,369.134694532,401.149291933,426.610301548,542.924579727,694.747076381,782.139671788,859.656880877,799.569994927,781.561927182,800.826135076,810.766662284,1024.38765589,1150.16420012,1132.4777017,979.590101102,951.888223568,1030.97996854,918.395870701,1214.69737926,808.576094562,716.436926929,761.151764986,764.78460668,730.732693776,751.978291372,660.192697065,661.777441693,719.889658414,881.010208571,1027.82300039,1030.03819295,1081.36983061,1215.8082129,1396.8249876,1338.88437708,1309.12220802,1429.64755266,1380.5098482,1493.74656747,1571.18253466,1353.92448961,1391.75188267
42893,Canada,CAN,GDP per capita (Current US$),NY.GDP.PCAP.CD,2294.56881422,2231.29382375,2255.23004413,2354.83912198,2529.51817905,2739.58584928,3010.70590758,3173.07619352,3411.06015434,3703.99040526,4121.93280925,4586.25584803,5141.61672495,5870.60056368,7043.47435084,7489.94053116,8783.72159204,8892.76167989,9096.05872233,10012.4439669,11135.4379855,12297.7856878,12439.7478409,13377.8956545,13826.6499924,14060.4617782,14403.8287022,16245.4516792,18864.2629181,20638.2900487,21371.2910981,21664.5986435,20771.250353,20017.4298481,19859.2039778,20577.4893859,21183.2200827,21770.1340814,20887.8394668,22167.2258499,24124.1691746,23691.5947189,24167.8043061,28172.1488309,31979.8719511,36189.588384,40386.6994835,44544.5268004,46596.3359913,40773.4543637,47447.4760242,52082.2107601,52496.6948705,52418.3150618,50633.2088224,43525.3701865,42348.9454606
43949,Central African Republic,CAF,GDP per capita (Current US$),NY.GDP.PCAP.CD,74.5959442514,80.5208019919,79.9677957744,81.5879156526,87.8587465028,91.3220540229,93.8448211707,95.3219206925,109.247781037,104.919703677,103.409867027,108.039785717,121.199730381,140.013073536,142.442762269,187.699648982,218.750657598,240.373587656,282.381226104,315.862611228,349.609916205,296.064594732,309.367732573,264.197243594,248.585187822,328.311919778,416.118841869,435.893091847,449.782937825,429.541554071,490.07456193,456.89778577,456.074153996,401.977971585,260.483571061,332.677377161,293.318885414,266.60764466,268.900423129,271.855116509,243.542931744,243.158648629,253.706834283,286.250801904,313.210598045,323.98051124,347.607171913,397.01715437,456.861826817,449.961204097,446.443687795,490.510390672,483.186093239,337.484979032,377.132126323,348.38142715,382.070281067
44477,Chad,TCD,GDP per capita (Current US$),NY.GDP.PCAP.CD,104.472101194,109.129606411,114.582173703,116.777460972,120.821473431,125.975859413,128.343150689,130.961011536,129.732618112,132.170943007,128.793859121,134.689874918,153.449997477,165.624470991,163.153103695,211.500269402,207.57363833,219.878440295,256.921432131,227.184124724,228.943436658,190.218176419,176.953340534,172.375150692,185.525878307,202.899461556,203.667180094,215.12724382,265.491994467,248.554946968,291.866159339,305.221677835,296.396487245,223.206172705,174.219548659,206.538692708,221.974272268,206.144102583,224.866147933,190.83598259,166.023178472,197.315644181,220.805482073,292.591436432,454.676587941,660.242139573,712.184769377,801.683884045,929.77023913,804.455903856,896.569734114,989.236363298,973.470257399,986.010317729,1025.99851472,781.331057313,698.210886305
45533,Chile,CHL,GDP per capita (Current US$),NY.GDP.PCAP.CD,532.616266826,584.237786012,671.399704588,687.268374394,709.579264373,699.377961924,803.149102227,779.47568621,779.978865248,893.247596939,954.24911733,1116.87056599,1194.63320927,1667.56826868,1578.87559818,730.409900667,975.484364127,1296.89299864,1462.83516086,1964.85143243,2577.32357506,3016.82346543,2180.29018365,1725.4418794,1637.16731111,1453.31620562,1525.42668545,1767.12334856,2032.95955727,2294.34599226,2500.64625681,2811.48158793,3362.16930783,3551.03018599,4045.62142851,5137.37507753,5382.84651931,5781.10342324,5479.49806414,4986.00741695,5101.36847858,4595.66632736,4463.54586721,4787.69953202,6210.82832487,7615.30467991,9484.68122669,10526.8774613,10781.3660784,10243.3282366,12860.1776447,14705.692421,15431.9029324,15941.3972192,14794.3158296,13736.6356879,13960.89421
46061,China,CHN,GDP per capita (Current US$),NY.GDP.PCAP.CD,89.5205415104,75.805837926,70.9094116671,74.3136434486,85.4985551596,98.4867777522,104.324566181,96.5895319418,91.4727183066,100.129903266,113.162991555,118.654577785,131.883561244,157.090374299,160.140093728,178.341819608,165.405540372,185.422832914,156.39638852,183.983152216,194.804722187,197.071474499,203.334919503,225.431928891,250.713969047,294.458848505,281.928120912,251.811956961,283.537695241,310.881912405,317.884673041,333.1421454,366.460692302,377.38983948,473.492278718,609.656679202,709.413755085,781.744164341,828.580479296,873.287061726,959.37248364,1053.108243,1148.50829044,1288.64325183,1508.66809788,1753.41782926,2099.2294346,2695.3659171,3471.24805431,3838.43397177,4560.51258601,5633.79571684,6337.88332279,7077.7707654,7683.50261309,8069.2130239,8117.26746543
46589,Colombia,COL,GDP per capita (Current US$),NY.GDP.PCAP.CD,244.603112479,267.36329889,283.171173777,268.176075519,321.460285472,300.913852955,275.259436573,286.793562014,285.108636581,300.134554983,326.290299977,345.851132693,374.62446683,435.732888019,510.988881893,529.088669357,605.819124823,751.625754204,877.796628323,1030.49768139,1204.15516835,1282.36461835,1342.46812423,1304.60134568,1260.39579387,1125.20193522,1103.3387064,1125.26114884,1189.14067809,1175.93261023,1396.02876933,1408.36542282,1642.88950427,1835.79213675,2218.78470952,2470.6836229,2553.54969232,2759.95274759,2509.13963334,2164.4329292,2472.19783098,2395.85655125,2355.7258567,2246.25747243,2740.24944203,3354.02180373,3677.13404157,4635.69227663,5383.13269368,5119.19164052,6230.73836563,7207.02890473,7904.49578865,8065.96037623,7974.40637303,6085.20997863,5813.69451946
47645,"Congo, Dem. Rep.",COD,GDP per capita (Current US$),NY.GDP.PCAP.CD,220.314062095,197.390942609,235.632408032,377.427539941,170.466067121,232.811114397,253.761638084,184.134506855,206.722284899,258.618623642,243.763156161,272.081266851,292.314009963,362.863789784,430.72543178,447.000287336,409.548543955,509.099878692,616.021660183,587.190801594,546.142397734,463.685936359,492.531709347,387.493775732,269.82594333,240.770178112,263.814560372,242.996145985,273.124687748,269.587446203,270.110580867,268.007344391,220.299671269,275.695823082,144.52066991,135.673480828,134.939946979,138.964642011,138.615475966,102.644798536,405.469653094,153.699573292,175.136071481,173.916351832,194.166786345,218.523509173,255.591313804,286.507537175,327.767654269,298.806956231,334.231702517,387.323579612,424.859318512,458.238406189,487.081486881,497.629755726,471.635945619
48173,"Congo, Rep.",COG,GDP per capita (Current US$),NY.GDP.PCAP.CD,127.004745926,142.537516444,152.451212554,153.54199599,161.134841398,167.45367272,181.218345108,189.659550498,195.141231652,200.008026324,201.464157597,229.004814529,283.119039473,362.270277926,379.444110842,482.442681606,460.669584892,453.728515358,506.176071348,670.768403372,927.096255871,1052.16529154,1107.34220134,1043.85368529,1060.65829764,1015.55738704,845.16880115,1021.61160248,957.249325214,1006.14104119,1146.81227761,1086.5635284,1138.2160949,724.547842391,649.905371811,755.916834292,882.425074571,784.048105555,639.498557664,750.526588901,998.19685621,842.709067744,886.361665299,998.101311671,1289.33783691,1637.06438125,2012.11007047,2111.20948856,2881.59411605,2255.33311864,2737.34233023,3196.64752371,2952.05234807,2964.57298903,2910.52022577,1712.12114633,1762.80991297
48701,Costa Rica,CRI,GDP per capita (Current US$),NY.GDP.PCAP.CD,380.719130705,354.815218001,334.486836277,344.829025611,353.001882996,373.03304515,394.173151025,412.729386661,442.987707916,474.684414305,532.66713677,567.4123466,635.963620596,766.08871244,814.705244526,934.898884946,1121.33803854,1391.67106992,1554.70846633,1734.43606201,2022.10973091,1069.13983507,1033.89431209,1215.00198994,1376.23227584,1435.48333069,1577.65296612,1578.20997383,1567.17288828,1739.35211604,1844.86337567,2257.49119953,2618.16805481,2854.62026488,3045.40671386,3279.32653258,3230.2341826,3408.36513397,3614.56253391,3688.39829283,3808.36366581,3981.52807335,4062.01499923,4167.71408922,4425.50746331,4697.011138,5245.18737331,6120.62339974,6911.13615245,6809.39622366,8199.41462069,9186.59638994,9985.36958968,10569.6663144,10630.9979008,11393.0284207,11767.5042491
49229,Cote d'Ivoire,CIV,GDP per capita (Current US$),NY.GDP.PCAP.CD,153.471594052,167.355530952,167.995942976,190.407375498,221.517801724,212.821803837,228.22742944,232.568899341,265.040814912,270.757360627,277.637032357,289.109425644,322.347920518,417.106550642,486.917074681,589.207076749,673.416991085,864.287007205,1041.47303777,1152.33354637,1226.9127307,973.284049707,836.655686474,724.94226948,696.275230959,682.57378137,862.341992472,915.424017451,897.66605977,824.15831942,880.018470125,825.540701115,847.295845738,810.8329724,590.300133272,756.50113539,809.538737155,758.911907995,793.981078526,759.292202935,642.254713999,656.834565049,710.96116833,865.789649015,919.80680275,931.754286971,951.947895565,1065.8963747,1242.43104388,1217.74920575,1219.74909552,1214.70394645,1250.80892415,1423.68228223,1568.62762833,1715.10551783,1493.50606064
52397,Denmark,DNK,GDP per capita (Current US$),NY.GDP.PCAP.CD,1364.51716017,1503.53701343,1681.02991299,1775.37038469,2013.24307693,2243.93159484,2443.25979135,2644.78664689,2712.61240034,3068.23674114,3464.45699528,3845.4961587,4654.30533593,6119.37265802,6770.73392957,7999.11153177,8787.58091677,9783.84085831,11826.0035498,13752.0064147,13883.8996464,12081.7895374,11804.4331929,11857.9021207,11562.9134865,12253.0955451,17201.082827,21340.7140617,22527.0471031,21901.0575178,26891.4416399,27011.385891,29569.6545262,27597.9714834,29995.565219,35351.3807065,35650.724342,32835.9287666,33368.1548509,33440.8016201,30743.5591736,30751.6494604,33228.6929087,40458.7706403,46511.604571,48799.8203703,52026.9931124,58487.0450116,64322.0666442,58163.2935943,58041.4112246,61753.6600722,58507.5002096,61191.192626,62548.9850174,53012.9965835,53578.7565681
53981,Dominican Republic,DOM,GDP per capita (Current US$),NY.GDP.PCAP.CD,204.126025108,192.026654149,234.034347757,258.558967831,272.914291705,228.95382975,245.890475149,250.853977434,253.904388798,281.189400314,329.882832191,359.848623895,417.52679764,479.564514189,582.869954675,698.882607256,748.287687122,847.600596098,854.0426592,968.792608649,1163.88137647,1272.1770391,1360.03369075,1483.63832024,1825.37488357,777.424085972,923.890336774,861.391128237,778.512084399,949.404071048,984.69141716,1328.80482422,1520.5454627,1718.59719515,1891.41484756,2103.11577054,2271.94359543,2452.13174362,2612.28868787,2626.3264726,2838.51333496,2943.4219361,3098.05170491,2413.41013324,2492.86822576,3910.0177744,4067.33291727,4647.31035907,5011.03793729,4952.67750344,5453.92686069,5765.49645331,5973.22293666,6094.73490421,6348.83776943,6534.90855499,6793.53812544
54509,Ecuador,ECU,GDP per capita (Current US$),NY.GDP.PCAP.CD,455.272811083,375.006049297,315.446274739,368.276710124,440.07470346,454.665552429,449.399014891,458.780082889,450.571130321,527.499764536,471.385993014,440.757399263,495.587254559,588.597246538,970.735429464,1106.51847833,1266.39072502,1495.25314623,1574.5597897,1823.72299491,2241.79000581,2665.31224964,2374.59740861,1993.0349405,1916.70358596,1895.76988737,1651.49350032,1467.30246214,1340.14279569,1392.23251839,1491.40168162,1623.98924649,1690.15514111,1729.37339286,2028.19773401,2135.63281191,2159.15081429,2361.59912434,2300.40788354,1584.46344346,1451.29077551,1903.74157136,2183.96679636,2440.46890497,2708.557892,3021.94254732,3350.78654131,3590.71808551,4274.95206458,4255.56570141,4657.30236115,5223.3517632,5702.10431277,6074.09082896,6396.63048339,6150.15595532,6099.31530342
57677,Eswatini,SWZ,GDP per capita (Current US$),NY.GDP.PCAP.CD,100.454668666,120.366032726,125.608696788,144.768151209,169.894240878,179.490007376,191.579560527,181.738522798,189.033031771,243.129172491,251.582816565,297.566150358,310.741061482,456.062070924,527.030248754,557.619970001,511.125173825,552.695672722,600.142673,704.018720207,898.285823026,919.949707663,840.965058098,843.565660724,727.195812584,512.016126365,611.713844483,761.875866428,864.528111873,836.95267901,1294.10033535,1305.45615723,1418.01106164,1468.79899975,1507.04251232,1768.31451319,1632.5309346,1709.86898659,1536.93027299,1480.33809531,1637.45007202,1437.63490796,1324.99618409,2020.99399398,2529.63353509,2873.86209077,2937.36074331,3047.4880374,2842.43853009,3032.51704908,3690.23922848,3934.27337284,3864.76043619,3587.00031611,3379.89649909,3047.94675558,2842.25722918
59261,Fiji,FJI,GDP per capita (Current US$),NY.GDP.PCAP.CD,285.542500529,287.3291439,291.539706762,296.772935443,310.872996933,317.072947341,316.179586827,333.309188039,334.647453026,357.459448696,422.413510436,466.043757858,583.349930119,768.738455488,987.976170176,1186.73987949,1182.1766267,1202.71176385,1360.87026208,1640.67832899,1893.04666538,1898.59488933,1786.91861397,1638.63732716,1681.97401592,1603.5867145,1795.60532744,1632.07342406,1535.41406263,1632.13829134,1834.98957249,1881.56990144,2057.40669031,2166.05272574,2383.91514603,2540.75151834,2714.25349969,2641.06474941,2070.16584663,2408.16546582,2076.01330768,2038.89172875,2259.05579575,2835.97397189,3332.91853272,3658.63083239,3749.93981349,4078.82327001,4177.65778874,3369.40824666,3651.96678406,4353.12139241,4546.73850445,4763.06895558,5061.39757457,4889.4614537,5197.50913988
59789,Finland,FIN,GDP per capita (Current US$),NY.GDP.PCAP.CD,1179.353011,1327.42722437,1411.70239818,1522.3192421,1707.50393825,1882.08685765,2010.2134562,2034.18904965,1907.07727218,2178.03525045,2467.47634654,2718.20755188,3180.00587264,4176.27276079,5301.542778,6260.19127851,6744.696982,7074.3565298,7634.48240767,9339.1770757,11232.2745644,10934.5680936,10945.2773407,10505.8336622,10841.5671289,11405.9336506,14962.2553604,18580.6586479,22056.7017538,23983.8457536,28380.5489113,25503.215209,22337.4871237,17617.0304387,20305.5835495,26273.4659031,25777.6412996,24676.497077,25989.4075035,26178.7917846,24253.2504246,24913.2445164,26834.0262502,32816.1608802,37636.1117342,38969.1716318,41120.6765062,48288.5490978,53401.3148725,47107.1557091,46202.4151628,50790.7241455,47415.5598711,49638.0771298,49914.6186422,42424.2208075,43433.0322244
60317,France,FRA,GDP per capita (Current US$),NY.GDP.PCAP.CD,1338.29960631,1440.55433033,1585.91726743,1752.96440284,1919.26671771,2042.24038373,2189.67088787,2346.36295155,2532.31474848,2725.21764332,2853.00449602,3162.44824649,3842.46817655,4948.04681738,5299.54657487,6650.96896634,6826.34482547,7491.71034482,9221.59276729,11136.341644,12672.181245,11073.9062315,10470.6598901,9969.84023714,9397.49518781,9739.09205652,13503.1410164,16251.4126353,17615.991457,17620.5602038,21690.6291169,21675.0642485,23813.7118417,22380.1039619,23496.5233223,26890.2198805,26871.8290189,24228.9423509,24974.272199,24673.1989692,22364.0293943,22433.5557142,24177.3351675,29568.3859497,33741.2651469,34760.1877664,36443.6234414,41508.4326882,45334.1109147,41575.4161783,40638.3340043,43790.735399,40874.7159558,42592.9515191,43008.65257,36613.375216,36870.2191345
61373,Gabon,GAB,GDP per capita (Current US$),NY.GDP.PCAP.CD,283.400464698,332.504720423,358.560975155,299.226645709,411.768584817,425.295037261,453.131710983,490.30769809,520.37924505,550.285934547,548.70801345,634.315122636,702.156594556,1157.15081805,2425.35841906,3320.82469357,4533.81437984,4138.8578145,3439.42595013,4258.76398756,5869.27944913,5166.31392323,4717.98168422,4309.04665021,4407.28435351,4023.58163245,3990.0708812,3742.65653661,4253.66836653,4517.92797652,6251.01738462,5523.19865403,5566.3625373,4244.91333142,3958.59618597,4565.58049891,5111.3743313,4663.14010648,3827.97579271,3883.3251882,4116.4606926,3976.1048875,4102.55271043,4892.01161777,5685.57773574,6826.88054459,7141.54916679,8352.81710057,10094.0274577,7603.66022254,8754.11337591,10716.2025831,9774.18101734,9679.7589144,9692.18212474,7448.71568518,7078.72954035
63485,Ghana,GHA,GDP per capita (Current US$),NY.GDP.PCAP.CD,182.979182688,189.713371496,195.119979449,210.96896867,230.431189173,266.318633392,269.45922302,216.841412637,202.761964609,233.651332887,257.651951898,273.822697933,232.539876615,263.685956001,301.366801401,285.829523992,275.877883161,312.999313185,353.708874277,381.036194797,411.517931241,379.79777254,351.319390486,341.087213697,358.396817216,354.219989563,437.078240961,376.431800361,375.181224942,368.962396623,402.588881076,438.614319296,414.767340783,375.32043531,333.404939191,385.737319532,403.534440532,391.355679971,414.768460995,417.767990729,263.112467866,273.659666847,309.484470257,373.281553686,423.193638916,498.172390362,922.953749659,1090.68671771,1224.4015535,1086.76503836,1312.60755731,1574.97865331,1629.80022223,2401.75412162,1987.98336285,1783.06108713,1950.23437671
